Nome da escola,UF,Município,Pública ou Privada,Nível sócio-econômico,Nota média na prova objetiva,Nota média na redação
COL MAGNUM AGOSTINIANO BURITIS,MG,BELO HORIZONTE,Privada,Muito Alto,638.74,819.17
COLEGIO SINODAL DOUTOR BLUMENAU,SC,POMERODE,Privada,Muito Alto,638.66,678.75
COLEGIO BOM JESUS NOSSA SENHORA DE LOURDES - ED INF ENS FUND E MEDIO,PR,CURITIBA,Privada,Muito Alto,638.61,688.46
STOCKLER COLEGIO,SP,SAO PAULO,Privada,Muito Alto,638.53,690.00
COLEGIO SAGRADO CORACAO DE JESUS,MG,BELO HORIZONTE,Privada,Muito Alto,638.50,721.69
COLEGIO ESPACO ATIVO,RJ,VASSOURAS,Privada,Muito Alto,638.50,703.33
ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC,RJ,NITEROI,Privada,Muito Alto,638.49,747.14
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS - CAMPUS JUIZ DE FORA,MG,JUIZ DE FORA,Federal,Alto,638.43,700.52
BEIT YAACOV ESCOLA,SP,SAO PAULO,Privada,Muito Alto,638.42,709.09
COL DE APLIC DA UNIV FED DO RIO DE JANEIRO,RJ,RIO DE JANEIRO,Federal,Muito Alto,638.30,794.36
FUNDACAO NOKIA DE ENSINO,AM,MANAUS,Privada,Alto,638.21,690.49
CECILIA COLEGIO SANTA,CE,FORTALEZA,Privada,Muito Alto,638.16,753.29
COLEGIO BOM JESUS - ENSINO FUNDAMENTAL E MEDIO,PR,CURITIBA,Privada,Muito Alto,638.11,688.96
COLEGIO BERTONI,PR,FOZ DO IGUACU,Privada,Muito Alto,638.06,645.45
COLEGIO VISAO,GO,GOIANIA,Privada,Muito Alto,638.04,727.48
COLEGIO NOSSA SENHORA APARECIDA,RS,NOVA PRATA,Privada,Muito Alto,637.96,723.33
CARLOS AUGUSTO PATRICIO AMORIM PROF CTIG UNESP,SP,GUARATINGUETA,Estadual,Muito Alto,637.96,672.47
EDUCATIVA CENTRO EDUCACIONAL,SP,OURINHOS,Privada,Muito Alto,637.89,700.00
INSTITUTO FEDERAL DE SAO PAULO CAMPUS - SAO PAULO,SP,SAO PAULO,Federal,Muito Alto,637.81,648.50
INST EDUC GABRIELA LEOPOLDINA,MG,BELO HORIZONTE,Privada,Alto,637.78,690.00
ALIANCA COLEGIO,SP,MAIRINQUE,Privada,Muito Alto,637.74,664.00
COL NOTRE DAME - IPANEMA,RJ,RIO DE JANEIRO,Privada,Muito Alto,637.70,728.36
IDEAL CURSOS E COLEGIO,SE,ARACAJU,Privada,Muito Alto,637.65,704.23
COLEGIO PH,RJ,NITEROI,Privada,Muito Alto,637.65,725.23
SANTA INES COLEGIO,SP,SAO JOSE DO RIO PARDO,Privada,Muito Alto,637.59,674.29
COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC,MG,TRES CORACOES,Privada,Muito Alto,637.39,712.11
INST PRESBITERIANO GAMMON,MG,LAVRAS,Privada,Muito Alto,637.37,766.27
COLEGIO DOM BOSCO INTEGRAL,TO,PALMAS,Privada,Muito Alto,637.10,632.94
COLEGIO MONSENHOR,GO,INHUMAS,Privada,Alto,637.09,675.43
NOVO ANGLO COLEGIO UNIDADE BARAO GERALDO,SP,CAMPINAS,Privada,Muito Alto,637.02,676.60
ESC ENS MEDIO MARIO QUINTANA,RS,PELOTAS,Privada,Muito Alto,636.93,725.00
APROVADO INSTITUICAO DE ENSINO LTDA ME,RJ,MACAE,Privada,Muito Alto,636.89,768.24
7 DE SETEMBRO COLEGIO - EBS,CE,FORTALEZA,Privada,Muito Alto,636.60,731.49
COLEGIO RIACHUELO,RS,SANTA MARIA,Privada,Muito Alto,636.57,702.05
COLEGIO SAO FRANCISCO XAVIER - CARIRU,MG,IPATINGA,Privada,Alto,636.52,698.12
COLEGIO CONSUL CARLOS RENAUX,SC,BRUSQUE,Privada,Muito Alto,636.23,697.78
KOELLE COLEGIO,SP,RIO CLARO,Privada,Muito Alto,636.08,651.62
COL PITAGORAS CIDADE JARDIM,MG,BELO HORIZONTE,Privada,Muito Alto,635.80,681.95
INSTITUTO EDUCACIONAL SAO JOAO DA ESCOCIA,MG,POCOS DE CALDAS,Privada,Muito Alto,635.69,732.92
COLEGIO PH,RJ,RIO DE JANEIRO,Privada,Muito Alto,635.66,742.39
INTEGRAL COLEGIO DE EDUC BASICA,SP,CAMPINAS,Privada,Muito Alto,635.49,694.07
ESCOLA CIDADAO CIDADA,PI,TERESINA,Privada,Alto,635.38,667.22
SOCIEDADE CULTURAL MONTEIRO LOBATO CEMS,ES,VITORIA,Privada,Muito Alto,635.27,700.79
NOSSA SENHORA DO ROSARIO COLEGIO,SP,SAO PAULO,Privada,Muito Alto,635.23,694.03
COLEGIO IMACULADA CONCEICAO,MG,BELO HORIZONTE,Privada,Muito Alto,635.11,731.58
COLEGIO SINODAL RUI BARBOSA,RS,CARAZINHO,Privada,Muito Alto,635.09,661.82
COLEGIO SIMBIOS,GO,GOIANIA,Privada,Muito Alto,635.04,750.94
LETTERA EMPREENDIMENTOS EDUCACIONAIS LTDA,PI,TERESINA,Privada,Alto,634.90,718.60
COLEGIO SAGRADO CORACAO DE MARIA,MG,BELO HORIZONTE,Privada,Muito Alto,634.89,710.19
ESC BRETANHA JD INFANCIA TIO CARECA,RJ,RIO DE JANEIRO,Privada,Muito Alto,634.88,775.48
CENTRO EDUCACIONAL LOGOS LTDA,RJ,NOVA IGUACU,Privada,Muito Alto,634.76,758.95
ESC ANA DE MELO AZEVEDO,MG,CASSIA,Privada,Muito Alto,634.52,710.71
COL TERESIANO,RJ,RIO DE JANEIRO,Privada,Muito Alto,634.26,730.97
COL MARISTA NOSSA SENHORA DO ROSARIO,RS,PORTO ALEGRE,Privada,Muito Alto,634.18,630.72
COLEGIO MARISTA PARANAENSE EI EF EM,PR,CURITIBA,Privada,Muito Alto,634.09,655.87
COLEGIO AMADEUS LTDA,SE,ARACAJU,Privada,Muito Alto,634.08,711.84
RUMO COLEGIO,SP,SAO PAULO,Privada,Muito Alto,634.04,648.46
COLEGIO BOM JESUS SANTO ANTONIO,SC,BLUMENAU,Privada,Muito Alto,633.83,670.66
COLEGIO SAGRADO CORACAO DE MARIA,MG,UBA,Privada,Alto,633.68,745.85
COL MV 1 JUNIOR ANEXO I E II,RJ,RIO DE JANEIRO,Privada,Muito Alto,633.62,663.64
POLIEDRO COLEGIO,SP,SAO PAULO,Privada,Muito Alto,633.46,688.94
ALFA AVENIDA C EF M,PR,CASCAVEL,Privada,Muito Alto,633.42,751.71
ESC TEC DE DIVINOPOLIS,MG,DIVINOPOLIS,Privada,Muito Alto,633.41,690.00
VERA CRUZ ESCOLA UNIDDE III,SP,SAO PAULO,Privada,Muito Alto,633.29,654.64
COLEGIO METODISTA GRANBERY,MG,JUIZ DE FORA,Privada,Muito Alto,633.23,722.84
KELVIN COLEGIO,SP,SAO JOSE DO RIO PRETO,Privada,Muito Alto,633.13,732.13
INTEGRADO COLEGIO,SP,AMPARO,Privada,Muito Alto,633.12,698.18
RIO BRANCO COLEGIO UNIDADE GRANJA VIANA,SP,COTIA,Privada,Muito Alto,633.09,663.13
PENTAGONO COLEGIO UNIDADE ALPHAVILLE,SP,SANTANA DE PARNAIBA,Privada,Muito Alto,632.90,778.57
COLEGIO M2,MG,LAGOA SANTA,Privada,Muito Alto,632.68,630.77
T PARTHENON COLEGIO UNIDADE I,SP,GUARULHOS,Privada,Muito Alto,632.67,735.88
SANTA CLARA COLEGIO,SP,SAO PAULO,Privada,Muito Alto,632.53,763.04
ESCOLA ST JAMES EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,PR,LONDRINA,Privada,Muito Alto,632.51,742.11
NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO,SP,SAO PAULO,Privada,Muito Alto,632.40,696.19
NOVA LOURENCO CASTANHO ESCOLA UNIDADE IV,SP,SAO PAULO,Privada,Muito Alto,632.35,650.82
FRANCISCANO PIO XII COLEGIO,SP,SAO PAULO,Privada,Muito Alto,632.35,697.71
OFICINA DO ESTUDANTE COLEGIO,SP,CAMPINAS,Privada,Muito Alto,632.32,670.25
COL MARISTA SAO JOSE,MG,MONTES CLAROS,Privada,Muito Alto,632.23,747.71
COLEGIO LA SALLE ABEL,RJ,NITEROI,Privada,Muito Alto,632.14,763.89
INST EDUC PROF ALAOR,RJ,PETROPOLIS,Privada,Muito Alto,632.08,662.67
INTEGRAL COLEGIO ESCOLA DE EDUCACAO BASICA UNIDADE CAMBUI,SP,CAMPINAS,Privada,Muito Alto,632.04,702.50
DIALOGO ESCOLA DE ENSINO MEDIO,SP,ARARAQUARA,Privada,Muito Alto,632.01,712.41
COLEGIO NUCLEO,PE,RECIFE,Privada,Muito Alto,631.94,756.49
COLEGIO TIRADENTES IJUI,RS,IJUI,Estadual,Alto,631.94,710.00
LUIZ DE QUEIROZ COLEGIO,SP,PIRACICABA,Privada,Muito Alto,631.87,692.52
INST ANTOINE LAVOISIER DE ENSINO,PI,TERESINA,Privada,Alto,631.84,736.10
COL SAO VICENTE DE PAULO,RJ,NITEROI,Privada,Muito Alto,631.77,686.67
SAO JOSE COLEGIO AGOSTINIANO,SP,SAO PAULO,Privada,Muito Alto,631.77,714.90
ECO ESC DE ED COMUNITARIA,RJ,RIO DE JANEIRO,Privada,Muito Alto,631.76,692.00
ESCOLA BATISTA DE ACESITA,MG,TIMOTEO,Privada,Muito Alto,631.68,717.85
COLEGIO OLIMPO UNIDADE II,TO,PALMAS,Privada,Muito Alto,631.64,682.37
COL JOAO CALVINO,MG,CORONEL FABRICIANO,Privada,Muito Alto,631.48,649.52
COLEGIO SAGRADO CORACAO DE MARIA,RJ,RIO DE JANEIRO,Privada,Alto,631.47,722.16
COLEGIO INTERATIVA EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,PR,LONDRINA,Privada,Muito Alto,631.33,702.73
ESCOLA DINAMIS LTDA,RJ,RIO DE JANEIRO,Privada,Muito Alto,631.31,693.75
COL STA MARIA NOVA SUICA,MG,BELO HORIZONTE,Privada,Muito Alto,631.22,718.46
COLEGIO DOM INACIO DE EDUCACAO BASICA,MG,GUAXUPE,Privada,Alto,631.07,715.93
C EDUC INOVACAO,MG,POCOS DE CALDAS,Privada,Muito Alto,631.07,670.83
ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS-IELUSC,SC,JOINVILLE,Privada,Muito Alto,631.06,711.50
EEIEFM GENERAL OSORIO,MS,CAMPO GRANDE,Privada,Muito Alto,631.04,793.10
C EDUC SAO DOMINGOS,MG,POCOS DE CALDAS,Privada,Muito Alto,630.99,705.93
CENTRO EDUC LATO SENSU II,AM,MANAUS,Privada,Muito Alto,630.97,730.25
CECILIA CACAPAVA CONDE COLEGIO EIPSG,SP,CACAPAVA,Privada,Muito Alto,630.85,752.31
COL NS DAS DORES,RJ,NOVA FRIBURGO,Privada,Muito Alto,630.83,730.29
UNIVERSIDADE TECNOLOGICA FED DO PR CAMPUS MEDIANE,PR,MEDIANEIRA,Federal,Alto,630.81,686.36
COLEGIO SANTA MARIA,PE,RECIFE,Privada,Muito Alto,630.79,748.48
COLEGIO ATENA,MG,ARAXA,Privada,Muito Alto,630.60,715.17
COLEGIO PEDRO II - CAMPUS REALENGO II,RJ,RIO DE JANEIRO,Federal,Alto,630.48,737.52
OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA,SP,SAO PAULO,Privada,Muito Alto,630.47,645.31
COLEGIO UNIVERSITARIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,PR,LONDRINA,Privada,Muito Alto,630.45,685.35
EXTERNATO SANTA IGNEZ,RJ,NOVA FRIBURGO,Privada,Muito Alto,630.31,760.85
IFES - CAMPUS GUARAPARI,ES,GUARAPARI,Federal,Alto,630.28,660.33
ESC INTERATIVA,MG,GUAXUPE,Privada,Muito Alto,630.28,698.82
COLEGIO EDUCACAO E CULTURA,MG,JACUTINGA,Privada,Muito Alto,630.23,703.75
COLEGIO PEDRO II - CAMPUS DUQUE DE CAXIAS,RJ,DUQUE DE CAXIAS,Federal,Alto,630.22,753.88
ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA,SP,SAO PAULO,Privada,Muito Alto,630.17,695.37
COL STO ANTONIO MARIA ZACCARIA,RJ,RIO DE JANEIRO,Privada,Muito Alto,630.17,686.15
ESC VIRGEM DE LOURDES,PB,CAMPINA GRANDE,Privada,Muito Alto,630.03,768.33
PENTAGONO COLEGIO UNIDADE MORUMBI,SP,SAO PAULO,Privada,Muito Alto,630.03,711.43
COL EDNA RORIZ,MG,BELO HORIZONTE,Privada,Muito Alto,630.03,680.00
ESC PALOMAR PIAGETIANA,MG,LAGOA SANTA,Privada,Muito Alto,629.90,621.33
COL BAHIENSE LTDA,RJ,RIO DE JANEIRO,Privada,Muito Alto,629.84,710.73
CENTRO EDUCACIONAL MUNDAI,BA,PORTO SEGURO,Privada,Alto,629.83,691.43
INST AUXILIADORA,MG,SAO JOAO DEL REI,Privada,Muito Alto,629.70,765.00
SANTA CATARINA DE SENA COLEGIO EEIFM,SP,SAO PAULO,Privada,Muito Alto,629.70,706.00
COLEGIO MARISTA DE NATAL,RN,NATAL,Privada,Muito Alto,629.58,769.40
SAPIENS CURSO E COLEGIO,SP,SAO CARLOS,Privada,Muito Alto,629.53,713.33
DESAFIO VESTIBULARES E CURSOS,MG,BARBACENA,Privada,Muito Alto,629.52,738.77
CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS UNIDADE CURVELO,MG,CURVELO,Federal,Médio Alto,629.48,661.54
LONDON COLEGIO,SP,SAO JOSE DO RIO PRETO,Privada,Muito Alto,629.31,695.26
COLEGIO SETE DE SETEMBRO,MG,POCOS DE CALDAS,Privada,Muito Alto,629.27,738.18
COLEGIO JOAO PAULO I,RS,PORTO ALEGRE,Privada,Muito Alto,629.22,671.86
COLEGIO EDUCALLIS,MA,SAO LUIS,Privada,Muito Alto,629.14,721.13
INTEGRAL COLEGIO ESCOLA EDUCACAO BASICA UNID TAQUARAL,SP,CAMPINAS,Privada,Sem informação,629.13,677.65
CENTRO DE ENSINO DARWIN GUARAPARI,ES,GUARAPARI,Privada,Muito Alto,629.12,663.68
NOSSA ESCOLA III LTDA,SE,ARACAJU,Privada,Muito Alto,629.11,688.62
DIVINA PROVIDENCIA ESCOLA,SP,JUNDIAI,Privada,Muito Alto,629.06,735.26
COLEGIO GREGOR MENDEL,BA,SALVADOR,Privada,Muito Alto,628.97,643.82
BRASILIA DE SAO PAULO COLEGIO,SP,SAO PAULO,Privada,Muito Alto,628.93,677.61
IFES - CAMPUS ARACRUZ,ES,ARACRUZ,Federal,Alto,628.83,648.89
COLEGIO GALILEU - UNIDADE CENTRO,GO,ANAPOLIS,Privada,Alto,628.77,698.46
SER COLEGIO,SP,JUNDIAI,Privada,Muito Alto,628.71,646.32
COLEGIO BOM JESUS AURORA,SC,CACADOR,Privada,Muito Alto,628.46,681.25
JARDIM ESCOLA CRESCIMENTO LTDA,MA,SAO LUIS,Privada,Muito Alto,628.44,751.94
ESCOLA NOVA GAVEA,RJ,RIO DE JANEIRO,Privada,Muito Alto,628.38,707.50
SER SOROCABA COLEGIO,SP,SOROCABA,Privada,Muito Alto,628.37,683.75
COLEGIO SARTRECOC,BA,SALVADOR,Privada,Muito Alto,628.33,694.75
COLEGIO MILITAR DE SANTA MARIA,RS,SANTA MARIA,Federal,Muito Alto,628.30,648.65
OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE II,SP,SANTOS,Privada,Muito Alto,628.04,684.85
COL DE CIENCIAS PURA E APLICADA,SE,ARACAJU,Privada,Muito Alto,628.02,700.22
COLEGIO BIONATUS,MS,CAMPO GRANDE,Privada,Muito Alto,627.97,788.30
UNILUS COLEGIO,SP,SANTOS,Privada,Médio Alto,627.97,721.00
SANTA AMALIA COLEGIO,SP,SAO PAULO,Privada,Muito Alto,627.72,707.33
PARQUE ECOLOGICO INSTITUTO DE EDUCACAO,SP,INDAIATUBA,Privada,Muito Alto,627.48,682.67
CASSIANO RICARDO COLEGIO ENSINO MEDIO,SP,SAO JOSE DOS CAMPOS,Privada,Muito Alto,627.47,700.30
COLEGIO COOPEN,GO,RIO VERDE,Privada,Muito Alto,627.41,701.82
COC BRASILIA,DF,BRASILIA,Privada,Muito Alto,627.38,661.40
INST SOCIAL SAO JOSE,RJ,PETROPOLIS,Privada,Muito Alto,627.36,707.14
ESCOLA DE EDUCACAO BASICA DA URI - ERECHIM,RS,ERECHIM,Privada,Muito Alto,627.25,682.80
CAMPUS 11 - CONTAGEM,MG,CONTAGEM,Federal,Sem informação,627.14,701.64
RODIN COLEGIO,SP,INDAIATUBA,Privada,Muito Alto,627.13,652.16
COLEGIO SAO FRANCISCO DE ASSIS,MG,BELO HORIZONTE,Privada,Muito Alto,627.10,572.14
CEEM TIRADENTES,RS,PORTO ALEGRE,Estadual,Alto,627.08,642.22
COL CHROMOS N EDUC N SRA FATIMA,MG,BELO HORIZONTE,Privada,Muito Alto,627.04,688.24
COL SAGRADO CORACAO DE MARIA,DF,BRASILIA,Privada,Muito Alto,627.03,635.88
SAPIENS COLLEGIUM,SP,ARARAQUARA,Privada,Muito Alto,626.98,668.24
BOM JESUS DIVINA PR0VIDENCIA COL EDUC INF ENS FUND E MEDIO,PR,CURITIBA,Privada,Muito Alto,626.90,667.00
COLEGIO CHRISTUS BARAO DE STUDART,CE,FORTALEZA,Privada,Muito Alto,626.87,748.02
COLEGIO ENERGIA,SC,FLORIANOPOLIS,Privada,Muito Alto,626.82,653.36
SOCIEDADE BRASILEIRA DE ENSINO - COLEGIO SION,RJ,RIO DE JANEIRO,Privada,Muito Alto,626.81,696.00
NOVO COLEGIO,SP,FRANCA,Privada,Muito Alto,626.74,745.54
SINGULAR COLEGIO,SP,SANTO ANDRE,Privada,Muito Alto,626.73,629.29
COLEGIO PALAS - ENSINO MEDIO - UNIDADE TIJUCA,RJ,RIO DE JANEIRO,Privada,Muito Alto,626.72,707.73
IMPERATRIZ LEOPOLDINA COLEGIO,SP,SAO PAULO,Privada,Muito Alto,626.71,637.74
POLITECNICO DE SOROCABA COLEGIO,SP,SOROCABA,Privada,Alto,626.64,663.81
COL EVANGELICO ALBERTO TORRES,RS,LAJEADO,Privada,Muito Alto,626.63,674.69
COLEGIO PROCAMPUS,PI,TERESINA,Privada,Alto,626.56,801.18
CRIATIVO COLEGIO,SP,MARILIA,Privada,Muito Alto,626.56,753.19
DA VILLA COLEGIO,SP,JAGUARIUNA,Privada,Muito Alto,626.50,674.29
COLEGIO HARMONIA,MS,CAMPO GRANDE,Privada,Muito Alto,626.35,736.00
ATUAL SISTEMA DE ENSINO,MG,SABINOPOLIS,Privada,Alto,626.31,756.25
COLEGIO PEDRO II - CAMPUS HUMAITA II,RJ,RIO DE JANEIRO,Federal,Alto,626.28,701.36
PAULINIA ESCOLA TECNICA DE,SP,PAULINIA,Municipal,Muito Alto,626.24,662.70
UNID INTEG GARRIGA DE MENEZES,RJ,RIO DE JANEIRO,Privada,Muito Alto,626.22,716.72
RIO BRANCO UNIDADE HIGIENOPOLIS COLEGIO,SP,SAO PAULO,Privada,Muito Alto,626.17,683.91
PAULO FREIRE COLEGIO,SP,PAULINIA,Privada,Muito Alto,626.14,694.29
COLEGIO ARBOS EIEFEM UNIDADE IV,SP,SAO BERNARDO DO CAMPO,Privada,Muito Alto,625.98,710.86
CENTRO EDUCACIONAL RENOVACAO,MG,POUSO ALEGRE,Privada,Muito Alto,625.98,701.05
COLEGIO QI RECREIO,RJ,RIO DE JANEIRO,Privada,Muito Alto,625.94,748.00
CED SIGMA AGUAS CLARAS,DF,BRASILIA,Privada,Muito Alto,625.85,664.23
UNIVERSIDADE TEC FEDER DO PR-CAMPUS PONTA GROSSA,PR,PONTA GROSSA,Federal,Alto,625.84,626.77
NOSSA SENHORA DA DIVINA PROVIDENCIA COLEGIO,SP,PERUIBE,Privada,Muito Alto,625.82,672.00
ATOMO COLEGIO,SP,PRESIDENTE PRUDENTE,Privada,Muito Alto,625.82,671.20
COLEGIO BERNARDO SAYAO DE GURUPI,TO,GURUPI,Privada,Muito Alto,625.70,608.18
CENTRO EDUCACIONAL TERRAS DO ENGENHO,SP,PIRACICABA,Privada,Muito Alto,625.69,631.60
COL ALUB,DF,BRASILIA,Privada,Muito Alto,625.68,664.23
COLEGIO VALE DO SAPUCAI,MG,POUSO ALEGRE,Privada,Muito Alto,625.66,722.37
COLEGIO MAUA,RS,SANTA CRUZ DO SUL,Privada,Muito Alto,625.62,710.22
CRISTAO DE JUNDIAI COLEGIO,SP,JUNDIAI,Privada,Muito Alto,625.62,698.40
COC MOGI MIRIM COLEGIO,SP,MOJI MIRIM,Privada,Muito Alto,625.52,698.00
COLEGIO IDEIA,PE,RECIFE,Privada,Alto,625.44,685.63
PUERI DOMUS ESCOLA ITAIM UNIDADE II,SP,SAO PAULO,Privada,Muito Alto,625.43,646.00
OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VIII,SP,SAO VICENTE,Privada,Muito Alto,625.39,676.67
TEMA COLEGIO,SP,AMPARO,Privada,Muito Alto,625.36,682.22
SANTA CRUZ DAS PALMEIRAS ESCOLA COMUNITARIA,SP,SANTA CRUZ DAS PALMEIRAS,Privada,Alto,625.36,663.53
CENTRO EDUCACIONAL VILLA LOBOS,BA,SALVADOR,Privada,Muito Alto,625.35,700.00
COLEGIO ALPHA,MG,VARGINHA,Privada,Muito Alto,625.17,747.83
PETROPOLIS COLEGIO,SP,SAO BERNARDO DO CAMPO,Privada,Muito Alto,625.10,692.24
COLEGIO COMERCIAL ITABIRANO,MG,ITABIRA,Privada,Muito Alto,625.08,744.89
COLEGIO VILLA LOBOS,SP,AMPARO,Privada,Muito Alto,625.01,740.40
CED LEONARDO DA VINCI - UNID ASA NORTE,DF,BRASILIA,Privada,Muito Alto,624.96,706.53
COLEGIO SAO JOSE,MG,POUSO ALEGRE,Privada,Muito Alto,624.90,659.50
COLEGIO CANDIDO PORTINARI,BA,SALVADOR,Privada,Muito Alto,624.85,669.17
COL CRISTO REDENTOR,MG,JUIZ DE FORA,Privada,Muito Alto,624.84,703.55
NUCLEO COMUNITARIO EDUCACIONAL DE CAETE,MG,CAETE,Privada,Alto,624.80,643.33
ANGLO AMERICANO ESCOLAS INTEGRADAS LTDA,RJ,RESENDE,Privada,Muito Alto,624.79,654.17
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MINAS GERAIS CAMPUS CONGONHAS,MG,CONGONHAS,Federal,Alto,624.76,689.86
COLEGIO APOGEU,MG,JUIZ DE FORA,Privada,Alto,624.57,741.94
INTELECTUS RIO PRETO COLEGIO,SP,SAO JOSE DO RIO PRETO,Privada,Sem informação,624.55,669.13
COL OBJETIVO DE S S PARAISO NHN,MG,SAO SEBASTIAO DO PARAISO,Privada,Muito Alto,624.49,770.83
COLEGIO DOS SANTOS ANJOS,MG,VARGINHA,Privada,Muito Alto,624.49,730.29
COLEGIO MILITAR DE FORTALEZA,CE,FORTALEZA,Federal,Muito Alto,624.48,714.31
COL JOAO PAULO I,RS,PORTO ALEGRE,Privada,Muito Alto,624.46,638.13
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,BA,SALVADOR,Federal,Médio Alto,624.33,719.06
CENTRO EDUCACIONAL PRE UNIVERSITARIO,RJ,ARARUAMA,Privada,Muito Alto,624.19,711.16
IFES - CAMPUS SAO MATEUS,ES,SAO MATEUS,Federal,Alto,624.16,658.71
INST CORACAO DE JESUS,MG,BELO HORIZONTE,Privada,Muito Alto,624.15,658.54
CENTRO DE ENSINO MEDIO SETREM,RS,TRES DE MAIO,Privada,Muito Alto,624.10,680.00
OBJETIVO COLEGIO,SP,TAUBATE,Privada,Muito Alto,623.98,670.34
COLEGIO MADRE BARBARA,RS,LAJEADO,Privada,Muito Alto,623.83,642.38
COLEGIO DE APLICACAO DA UFS,SE,SAO CRISTOVAO,Federal,Alto,623.74,729.31
COC ARARAS COLEGIO,SP,ARARAS,Privada,Muito Alto,623.67,681.18
COLEGIO BOM JESUS DIOCESANO,SC,LAGES,Privada,Muito Alto,623.64,639.27
ARI DE SA CAVALCANTE COLEGIO - DUQUE DE CAXIAS,CE,FORTALEZA,Privada,Alto,623.62,734.67
INTERESCOLAR OBJETIVO UNIDADE GRANJA VIANA CENTRO,SP,COTIA,Privada,Muito Alto,623.59,624.71
COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO III,RJ,RIO DE JANEIRO,Federal,Alto,623.56,693.89
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,PATO BRANCO,Federal,Alto,623.53,679.26
EDUCATIVA INSTITUTO DE EDUCACAO E CULTURA,SP,SAO CARLOS,Privada,Muito Alto,623.40,702.22
DRUMMOND COLEGIO,SP,OURINHOS,Privada,Muito Alto,623.37,654.62
COLEGIO POSITIVO ENSINO MEDIO - UNIDADE VICENTE MACHADO,PR,CURITIBA,Privada,Muito Alto,623.36,663.13
INST PRESBITERIANO GAMMON,MG,GUANHAES,Privada,Alto,623.24,704.29
ESC GEORGE MARCH LTDA,RJ,TERESOPOLIS,Privada,Muito Alto,622.97,706.15
COLEGIO MARISTA SAO LUIS,PE,RECIFE,Privada,Muito Alto,622.95,719.26
CURSO COLEGIO MODULO LTDA,SE,ARACAJU,Privada,Muito Alto,622.85,686.88
CENT ENS MEDIO FARROUPILHA,RS,PORTO ALEGRE,Privada,Muito Alto,622.85,668.85
ESCOLA SESI DOM BOSCO,MG,SAO JOAO DEL REI,Privada,Muito Alto,622.62,702.07
COLEGIO ANCHIETA,RS,PORTO ALEGRE,Privada,Muito Alto,622.61,669.05
PROVE CURSOS ESCOLA DE ENSINO FUNDAMENTAL E MEDIO,SP,MARILIA,Privada,Muito Alto,622.58,634.29
MACKENZIE COLEGIO PRESBITERIANO,SP,SAO PAULO,Privada,Muito Alto,622.43,685.65
OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ,SP,SAO PAULO,Privada,Muito Alto,622.43,643.98
CERQUEIRENCE COOPERATIVA EDUCACIONAL,SP,CERQUEIRA CESAR,Privada,Muito Alto,622.42,678.57
BRASILIS COLEGIO,SP,MOGI DAS CRUZES,Privada,Muito Alto,622.36,701.11
INTEGRAL COLEGIO ESCOLA DE EDUC BASICA UNID PARQUE PRADO,SP,CAMPINAS,Privada,Muito Alto,622.36,678.97
COL MACEDO SOARES,RJ,VOLTA REDONDA,Privada,Muito Alto,622.33,692.58
ANGLO ITATIBA CURSO E COLEGIO,SP,ITATIBA,Privada,Muito Alto,622.30,651.16
IFES - CAMPUS NOVA VENECIA,ES,NOVA VENECIA,Federal,Médio Alto,622.29,656.40
ADV COLEGIO UNIDADE II,SP,JAU,Privada,Muito Alto,622.29,698.64
COLEGIO MAXI,MT,CUIABA,Privada,Muito Alto,622.24,720.84
COLEGIO DINAMICO,GO,GOIANIA,Privada,Muito Alto,622.17,706.33
COLEGIO MODULO,BA,SALVADOR,Privada,Muito Alto,622.16,703.88
DISCERE LABORATUM COLEGIO,SP,SAO PAULO,Privada,Muito Alto,622.09,590.00
GUILHERME DE ALMEIDA COLEGIO UNIDADE I,SP,GUARULHOS,Privada,Muito Alto,622.07,753.88
MAGISTER COLEGIO UNIDADE SABARA,SP,SAO PAULO,Privada,Muito Alto,622.00,717.07
INSTITUTO FEDERAL FLUMINENSE - CAMPUS MACAE,RJ,MACAE,Federal,Alto,621.96,660.94
